OBJECTID *,Stop Number,Latitude,Longitude,Type,Lights,Trash Can Orig,Trash Can,Color,GlobalID *,Stop_Name
2,2,41.660046,-91.535299,Stop,No,Yes,Trash Can Is Available,#e60073,{BEBDC9D1-61AE-427E-987F-5596047F242B},Downtown Interchange
11,1514,41.657745,-91.524474,Stop,No,No,Trash Can Not Available,#0073e6,{665DDC4B-CE8A-45EB-A0E2-E808D10C648C},Burlington St & Lucas St
19,7008,41.653993,-91.530135,Stop,No,No,Trash Can Not Available,#0073e6,{3075A00D-62DD-4940-A4F8-C3FA0E6377FA},Gilbert St @ Bowery St
79,7130,41.630881,-91.482951,Stop,No,No,Trash Can Not Available,#0073e6,{1FDA9068-1141-47F1-9D49-45E5C88DE666},ACT
105,7233,41.654715,-91.509672,Stop,No,No,Trash Can Not Available,#0073e6,{E1A78DC3-117E-48B2-B956-A4D3C1446C1D},Friendship St & Garden St
106,7235,41.656676,-91.511544,Stop,No,No,Trash Can Not Available,#0073e6,{AC5AAA96-E928-4BAA-99CE-CCBFFF8B4BFF},7th Ave & Court St
164,7427,41.666834,-91.487043,Stop,No,No,Trash Can Not Available,#0073e6,{A2E866F8-7E79-46F5-A75B-878405B04DDB},Amhurst St & Lower West Branch Rd
166,7432,41.660259,-91.483923,Stop,No,No,Trash Can Not Available,#0073e6,{52CD43E0-BE63-4DFB-909B-245E961CB749},Amhurst St & Washington St
192,7520,41.6768,-91.5169,Stop,No,No,Trash Can Not Available,#0073e6,{66473EB3-7CEB-41E9-9747-04E6A0625B1B},North Dodge St @ Hy Vee #2
198,7600,41.642513,-91.504691,Stop,No,No,Trash Can Not Available,#0073e6,{E64239FA-F5D2-4D95-9861-E27417F1AF2C},Eastdale Plaza
199,7602,41.659054,-91.508608,Stop,No,No,Trash Can Not Available,#0073e6,{8F16B5F7-6536-490B-8211-02B600A71B03},City High School
200,7603,41.6535,-91.4701,Stop,No,No,Trash Can Not Available,#0073e6,{8AE918E2-D10C-4865-A183-2915CB3C109E},Arlington Dr & Canterbury Court
201,7604,41.6478,-91.4691,Stop,No,No,Trash Can Not Available,#0073e6,{A885F922-F8DE-4822-A8CA-0FEC7FDD3E73},Arlington Dr & American Legion Rd
202,7605,41.64984,-91.482034,Stop,No,No,Trash Can Not Available,#0073e6,{FAA158B7-368F-4FCB-A7ED-FCF5B0EEA295},American Legion Rd @ Scott Blvd
295,8274,41.638175,-91.48282,Stop,No,No,Trash Can Not Available,#0073e6,{50AD0DBC-3F02-4098-8A41-A28534E96B66},Scott Blvd & Sunrise Trailer Park
302,8355,41.6452,-91.5019,Stop,No,No,Trash Can Not Available,#0073e6,{42893219-9E5D-4010-AD6D-5311A3297270},1st Ave @ South East Junior High
330,2041,41.663061,-91.554166,Stop,No,No,Trash Can Not Available,#0073e6,{592A823F-1F02-40B8-9DBF-987EF93B9CCA},Carver Hawkeye Arena
331,8202,41.662922,-91.55401,Stop,No,No,Trash Can Not Available,#0073e6,{28B804D2-4F02-4311-84DA-4747AD7DB44F},Elliot St @ Carver Hawkeye Arena
6308,7415,41.66377,-91.508343,Stop,No,No,Trash Can Not Available,#0073e6,{A3CFD849-6B47-44AF-A5C1-EAF6C019BD68},Rochester Ave @ Windsor Court
6309,7413,41.663962,-91.511674,Stop,No,No,Trash Can Not Available,#0073e6,{33D8E46C-9461-4FE4-863A-34A8E4B7EFC3},Rochester Ave @ 7th Ave
